"","x","y","key","Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"84",283.3,229.07,"sntl_457","Dry Lake",457,"Colorado","SNOTEL","Routt",8400,40.53397,-106.7813,140500010409,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.2,80,84,80,82,100,52,53,-2.7,20,33,9,"",15.2,14.6,15.19,14.9,5.6,24.4,"1981","1997",41
"85",300.72,250.24,"sntl_936","Echo Lake",936,"Colorado","SNOTEL","Clear Creek",10600,39.65627,-105.59345,101900020801,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.7,66,75,70,69,96,28,30,-1.2,27,17,6,"",4.1,3.6,3.86,3.9,1,8.6,"2013","2007",23
"86",255.55,286.22,"sntl_465","El Diente Peak",465,"Colorado","SNOTEL","Dolores",10000,37.78617,-108.02155,140300020202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.3,83,92,85,90,100,54,57,-0.9,38,22,14,"",10,9,9.8,9.2,3.2,19,"1990","1997",35
"87",281.04,221.91,"sntl_467","Elk River",467,"Colorado","SNOTEL","Routt",8700,40.84781,-106.96871,140500010206,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.6,82,82,81,83,100,51,52,-2.1,24,33,11,"",12.9,12.9,13.01,12.7,5.4,23.2,"1981","1997",43
"88",278.77,222.77,"sntl_1252","Elkhead Divide",1252,"Colorado","SNOTEL","Routt",8780,40.79649,-107.10122,140500010601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.8,NA,NA,71,71,100,46,43,-4.1,25,4,2,"2nd Lowest",NA,NA,13.78,13.9,8.3,20.5,"2018","2017",5
"89",287.51,244.28,"sntl_1120","Elliot Ridge",1120,"Colorado","SNOTEL","Summit",10520,39.864,-106.4246,140100020602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12,NA,NA,97,100,100,54,52,0,55,6,6,"",NA,NA,12.37,12,8.4,17.7,"2010, 2012","2020",12
"90",296.68,245.15,"sntl_1186","Fool Creek",1186,"Colorado","SNOTEL","Grand",11150,39.8687,-105.8675,140100010203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.8,NA,NA,81,79,100,46,43,-2.85,11,9,2,"2nd Lowest",NA,NA,13.31,13.65,8.6,16.9,"2013","2014",10
"91",290.12,255.2,"sntl_485","Fremont Pass",485,"Colorado","SNOTEL","Summit",11400,39.37991,-106.19681,140100020301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,81,88,80,88,100,42,44,-1.2,18,34,8,"",11,10.1,11.08,10.1,6.3,18.1,"1981","2006",41
"92",307.67,268.06,"sntl_1057","Glen Cove",1057,"Colorado","SNOTEL","Teller",11460,38.87583,-105.07367,110200030201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.5,19,19,21,20,56,7,9,-2,13,15,2,"2nd Lowest",2.6,2.7,2.41,2.5,0.3,6.7,"2013","2007",17
"93",279.86,296.07,"sntl_1058","Grayback",1058,"Colorado","SNOTEL","Rio Grande",11620,37.47033,-106.53783,130100020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,NA,NA,60,66,90,43,47,-2.9,38,11,7,"",NA,NA,9.38,8.5,2,22.4,"2018","2008",17
"94",296.14,249.99,"sntl_505","Grizzly Peak",505,"Colorado","SNOTEL","Summit",11100,39.64631,-105.86973,140100020201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.1,81,86,79,79,100,47,48,-2.4,28,30,12,"",11.2,10.6,11.59,11.5,5.7,19.3,"1981","1996",41
"95",293.39,279.44,"sntl_1102","Hayden Pass",1102,"Colorado","SNOTEL","Saguache",10720,38.29326,-105.8505,130100030301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,NA,NA,71,66,95,45,44,-3.6,15,12,3,"",NA,NA,10.04,10.7,1.8,17.4,"2018","2008",14
"96",298.91,241.71,"sntl_1187","High Lonesome",1187,"Colorado","SNOTEL","Grand",10620,40.03592,-105.75471,140100010205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,NA,NA,80,77,100,48,49,-2.95,14,7,2,"2nd Lowest",NA,NA,12.56,12.95,9.3,16.1,"2018","2014",8
"97",292.34,255.85,"sntl_531","Hoosier Pass",531,"Colorado","SNOTEL","Summit",11400,39.36127,-106.05978,140100020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.4,85,89,84,86,100,47,49,-1.4,28,30,11,"",9.9,9.4,10.06,9.8,5.1,16.6,"2013","1997",41
"98",302.14,230.11,"sntl_1122","Hourglass Lake",1122,"Colorado","SNOTEL","Larimer",9380,40.57913,-105.63068,101900070101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,NA,NA,84,83,100,46,48,-1.3,25,10,4,"",NA,NA,7.4,7.5,3.2,10,"2013","2020",13
"99",261.79,283.75,"sntl_538","Idarado",538,"Colorado","SNOTEL","Ouray",9800,37.9339,-107.67552,140200060201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.1,89,99,89,95,100,54,55,-0.4,48,22,18,"",9.1,8.2,9.1,8.5,4.6,19.2,"1990","1997",41
"100",282.51,261.06,"sntl_542","Independence Pass",542,"Colorado","SNOTEL","Pitkin",10600,39.07539,-106.61169,140100040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,80,86,81,82,100,49,51,-1.9,25,31,9,"",11.1,10.3,10.96,10.8,5.3,17.2,"2013","1997",41
"101",284.07,256.47,"sntl_547","Ivanhoe",547,"Colorado","SNOTEL","Pitkin",10400,39.29202,-106.54923,140100040501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.6,101,114,94,102,100,54,56,0.2,52,15,16,"",9.5,8.4,10.23,9.4,6.8,16,"2002","2017",30
"102",297.11,251.84,"sntl_935","Jackwhacker Gulch",935,"Colorado","SNOTEL","Clear Creek",10960,39.56667,-105.8,101900020201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.6,87,88,86,89,100,48,46,-0.8,32,16,8,"",7.6,7.5,7.64,7.4,4.1,11.8,"2013","2017",23
"103",297.86,230.7,"sntl_551","Joe Wright",551,"Colorado","SNOTEL","Larimer",10120,40.53215,-105.887,101900070204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.2,86,88,86,90,100,46,50,-1.4,31,30,14,"",14.2,13.8,14.21,13.6,7.9,22.8,"1981","1979",43
"104",295.8,247.35,"sntl_970","Jones Pass",970,"Colorado","SNOTEL","Grand",10400,39.7645,-105.90623,140100010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.6,85,99,87,91,100,50,51,-0.85,38,14,9,"",10.1,8.7,9.93,9.45,6.3,15.7,"2013","2006",22
"105",283.05,255.8,"sntl_556","Kiln",556,"Colorado","SNOTEL","Pitkin",9600,39.31724,-106.61453,140100040504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.1,73,79,74,79,92,47,47,-1.6,20,33,9,"",8.3,7.7,8.28,7.7,4.5,13.9,"1981, 2013","1997",41
"106",301.4,244.14,"sntl_564","Lake Eldora",564,"Colorado","SNOTEL","Gilpin",9700,39.93678,-105.58956,101900050402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.4,82,85,79,82,98,47,48,-1.4,21,34,10,"",7.8,7.5,8.07,7.8,2.6,15.2,"1981","1996",43
"107",298.69,233.38,"sntl_565","Lake Irene",565,"Colorado","SNOTEL","Grand",10700,40.41432,-105.8198,140100010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.4,75,76,74,79,100,45,48,-3.25,17,35,6,"",16.6,16.3,16.66,15.65,8.3,24.6,"1981","2011",42
"108",279.46,298.03,"sntl_580","Lily Pond",580,"Colorado","SNOTEL","Conejos",11000,37.37929,-106.54835,130100020302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.7,105,105,111,113,100,67,72,1.2,60,17,25,"",10.2,10.2,9.64,9.5,1.9,21.7,"2000","2008",41
"109",257.23,286.15,"sntl_586","Lizard Head Pass",586,"Colorado","SNOTEL","Dolores",10200,37.79926,-107.92426,140300020201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.9,77,86,77,86,100,48,51,-1.3,22,32,10,"",10.2,9.2,10.23,9.2,3,19.3,"1990","1997",41
"110",252.91,283.56,"sntl_589","Lone Cone",589,"Colorado","SNOTEL","San Miguel",9600,37.89183,-108.19544,140300030302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.2,68,71,71,75,100,47,53,-2.7,22,32,9,"",12,11.6,11.53,10.9,2.6,23.9,"1990","1997",41
"111",299.8,231.34,"sntl_1123","Long Draw Resv",1123,"Colorado","SNOTEL","Larimer",9980,40.5123,-105.7656,101900070203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.6,NA,NA,92,97,100,55,58,-0.3,36,8,5,"",NA,NA,11.52,10.9,7.4,16.8,"2013","2017",12
"112",284.53,223.01,"sntl_940","Lost Dog",940,"Colorado","SNOTEL","Routt",9320,40.81588,-106.74835,140500010203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.5,76,76,82,90,100,53,55,-1.5,23,18,6,"",17.8,17.8,16.46,15,10.2,25.3,"2012","2017",23
"113",295.68,249.32,"sntl_602","Loveland Basin",602,"Colorado","SNOTEL","Clear Creek",11400,39.67433,-105.90133,101900040102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,79,83,78,83,100,42,41,-2,21,23,7,"",12.6,12,12.87,12,6.5,20.5,"2002","1996",29
"114",283.99,239.18,"sntl_607","Lynx Pass",607,"Colorado","SNOTEL","Routt",8880,40.07806,-106.67028,140100011001,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.8,87,92,86,91,100,55,57,-0.7,36,26,14,"",7.8,7.4,7.89,7.5,2.6,11.5,"1981","2011",40
"115",252.06,293.61,"sntl_905","Mancos",905,"Colorado","SNOTEL","Montezuma",10000,37.43087,-108.16954,140801070102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.1,42,46,45,47,98,30,31,-5.8,4,26,2,"2nd Lowest",12,11.1,11.4,10.9,4,21.6,"2018","2008",27
"116",271.42,258.6,"sntl_618","Mc Clure Pass",618,"Colorado","SNOTEL","Pitkin",9500,39.12897,-107.28806,140200040203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.5,71,77,73,77,100,46,50,-2.6,22,32,9,"",11.9,11,11.57,11.1,4.6,21,"2018","1997",41
"117",284.96,249.7,"sntl_1040","Mccoy Park",1040,"Colorado","SNOTEL","Eagle",9480,39.60468,-106.54128,140100030302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.7,58,54,62,59,100,38,39,-3.9,6,18,2,"2nd Lowest",9.9,10.6,9.17,9.6,5.2,12.1,"2018","2009",19
"118",299.4,289.75,"sntl_914","Medano Pass",914,"Colorado","SNOTEL","Saguache",9649,37.85164,-105.43614,130100030604,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4,75,93,82,88,91,58,54,-0.55,36,17,10,"",5.3,4.3,4.9,4.55,0.8,9.6,"2018","2008",26
"119",258.45,258.56,"sntl_622","Mesa Lakes",622,"Colorado","SNOTEL","Mesa",10000,39.05831,-108.05835,140100051307,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.6,59,62,62,64,100,34,35,-3.7,15,30,6,"",11.2,10.7,10.69,10.3,3.4,19.8,"2018","2005",35
"120",294.98,254.49,"sntl_937","Michigan Creek",937,"Colorado","SNOTEL","Park",10600,39.43577,-105.91078,101900010404,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.5,93,103,96,100,100,51,49,0,50,12,12,"",7,6.3,6.8,6.5,3.6,11.2,"2013","2006",23
"121",271.8,291.87,"sntl_624","Middle Creek",624,"Colorado","SNOTEL","Mineral",11250,37.61978,-107.03482,130100010501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.4,105,105,107,105,100,65,70,0.6,60,17,24,"",12.8,12.8,12.5,12.8,3.2,21.3,"2000","2005",41
"122",293.88,246.47,"sntl_1014","Middle Fork Camp",1014,"Colorado","SNOTEL","Grand",8940,39.7956,-106.0273,140100010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.3,86,86,83,86,100,53,55,-1.05,37,13,7,"",7.3,7.3,7.57,7.35,4.2,10.5,"2010","2006",20
"123",260.7,285.52,"sntl_629","Mineral Creek",629,"Colorado","SNOTEL","San Juan",10040,37.84747,-107.72657,140801040103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9,90,95,88,91,100,55,57,-0.9,36,28,16,"",10,9.5,10.21,9.9,3.4,20.1,"1990","1979",43
"124",261.07,287.73,"sntl_632","Molas Lake",632,"Colorado","SNOTEL","San Juan",10500,37.74932,-107.68866,140801040302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.6,71,74,74,81,100,45,44,-2.3,26,26,8,"",13.5,12.9,13.03,11.9,4.8,22.6,"1990","1997",35
"125",280.71,285.25,"sntl_1124","Moon Pass",1124,"Colorado","SNOTEL","Saguache",11140,37.96661,-106.55837,130100040201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.5,NA,NA,123,122,100,78,80,1,83,3,11,"",NA,NA,4.47,4.5,1.5,6.4,"2018","2016",13
"126",283.13,256.25,"sntl_658","Nast Lake",658,"Colorado","SNOTEL","Pitkin",8700,39.29722,-106.60694,140100040504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.1,109,117,104,109,100,67,70,0.5,69,12,24,"",5.6,5.2,5.88,5.6,2.3,11.8,"2010","1997",36
"127",296.45,233.37,"sntl_1031","Never Summer",1031,"Colorado","SNOTEL","Jackson",10280,40.40405,-105.95583,101800010401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.8,87,87,87,96,100,48,50,-0.5,33,13,6,"",13.6,13.5,13.56,12.3,9.2,23.3,"2013","2011",19
"128",302.36,242.08,"sntl_663","Niwot",663,"Colorado","SNOTEL","Boulder",9910,40.03523,-105.54426,101900050401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.5,69,71,67,70,100,38,37,-2.4,13,36,6,"",8,7.7,8.15,7.9,2.9,16,"1981","1996",41
"129",300.57,308.71,"sntl_665","North Costilla",665,"New Mexico","SNOTEL","Taos",10600,36.99378,-105.25963,130201010101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.8,86,100,89,99,97,54,54,-0.05,49,22,21,"",4.4,3.8,4.25,3.85,0,9.3,"1981","2008",42
"130",273.68,259.99,"sntl_669","North Lost Trail",669,"Colorado","SNOTEL","Gunnison",9200,39.07813,-107.14389,140100040703,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.6,83,91,83,88,101,53,55,-1.25,40,22,15,"",11.6,10.6,11.54,10.85,5.4,20.6,"1990","2008",36
"131",265.57,258.74,"sntl_675","Overland Res.",675,"Colorado","SNOTEL","Delta",9840,39.09056,-107.63472,140200040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.8,63,73,66,73,100,44,48,-2.1,16,27,6,"",9.2,8,8.79,7.9,2.1,16.6,"2018","2008",32
"132",282.26,266.65,"sntl_680","Park Cone",680,"Colorado","SNOTEL","Gunnison",9600,38.81996,-106.58974,140200010107,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.8,82,85,81,87,100,52,55,-0.9,40,25,16,"",7.1,6.8,7.18,6.7,2.7,15.1,"2001","2017",41
"133",261.48,259.2,"sntl_682","Park Reservoir",682,"Colorado","SNOTEL","Delta",9960,39.04644,-107.87414,140200050111,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.8,64,66,67,66,100,38,41,-6.2,19,35,9,"",18.4,17.8,17.72,18,4.9,34.1,"2018","2005",43
"134",298.21,233.65,"sntl_688","Phantom Valley",688,"Colorado","SNOTEL","Grand",9030,40.39937,-105.84757,140100010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.6,78,77,76,78,100,52,55,-1.6,18,34,7,"",7.2,7.3,7.33,7.2,3.4,11.9,"1981","2011, 2017",41
"135",285.64,274.31,"sntl_701","Porphyry Creek",701,"Colorado","SNOTEL","Gunnison",10760,38.48884,-106.33965,140200030105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.1,76,79,75,78,100,46,47,-2.3,17,36,8,"",10.6,10.2,10.82,10.4,5.2,18.1,"1981, 2013","2017",43
"136",283.56,232.75,"sntl_709","Rabbit Ears",709,"Colorado","SNOTEL","Routt",9400,40.36783,-106.74038,140500010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.3,62,64,62,62,100,35,39,-6.3,6,33,3,"",16.7,16.1,16.59,16.6,8.7,30.7,"2012","1997",35
"137",296.3,226.69,"sntl_1032","Rawah",1032,"Colorado","SNOTEL","Jackson",9020,40.7075,-106.0076,101800010603,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.8,92,96,86,87,101,55,56,-1,33,13,7,"",7.4,7.1,7.88,7.8,5.7,12.4,"2003, 2004, 2012","2011",19
"138",261.04,284.58,"sntl_713","Red Mountain Pass",713,"Colorado","SNOTEL","San Juan",11200,37.8918,-107.71342,140801040103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13,84,88,85,88,100,48,51,-1.7,32,28,14,"",15.5,14.7,15.24,14.7,4.6,23.9,"1990","1997",41
"139",273.86,237.34,"sntl_717","Ripple Creek",717,"Colorado","SNOTEL","Rio Blanco",10340,40.10812,-107.29411,140500050102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.2,76,80,75,80,100,46,47,-3.3,21,28,8,"",17.3,16.4,17.61,16.5,10.2,27.3,"1987","1997",35
"140",296.06,222.98,"sntl_718","Roach",718,"Colorado","SNOTEL","Larimer",9700,40.87502,-106.04603,101800100106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.7,79,80,79,81,100,46,49,-2.1,22,32,10,"",11,10.9,10.97,10.8,5.2,17.9,"2002","1997",41
"141",291.2,262.94,"sntl_939","Rough And Tumble",939,"Colorado","SNOTEL","Park",10360,39.03333,-106.08333,101900010202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.4,102,116,108,116,98,56,53,0.6,59,10,14,"",4.3,3.8,4.07,3.8,1.1,6.6,"2002","2008",23
"142",285.67,269.68,"sntl_1100","Saint Elmo",1100,"Colorado","SNOTEL","Chaffee",10540,38.69978,-106.36801,110200010501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.4,NA,NA,84,88,100,55,56,-0.85,31,10,5,"",NA,NA,7.59,7.25,4.4,11.9,"2013","2017",14
"143",284.64,278.67,"sntl_1128","Sargents Mesa",1128,"Colorado","SNOTEL","Saguache",11530,38.28555,-106.37069,130100040306,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.6,NA,NA,107,100,100,68,67,0,50,7,7,"",NA,NA,7.11,7.6,4,11,"2013","2016",13
"144",301.9,239.8,"sntl_1251","Sawtooth",1251,"Colorado","SNOTEL","Boulder",9620,40.13697,-105.58625,101900050102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.2,NA,NA,74,85,100,44,44,-2.2,0,7,1,"Lowest",NA,NA,16.53,14.4,12.2,24,"2021","2017",7
"145",275.1,261.54,"sntl_737","Schofield Pass",737,"Colorado","SNOTEL","Gunnison",10700,39.01522,-107.04877,140100040701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16,72,73,74,76,100,42,44,-5.1,26,27,10,"",22.1,22,21.77,21.1,12.4,38.7,"2000","2017",36
"146",255.4,289.3,"sntl_739","Scotch Creek",739,"Colorado","SNOTEL","Dolores",9100,37.64556,-108.00786,140300020204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.9,69,76,70,77,102,47,49,-1.8,21,28,8,"",8.6,7.8,8.45,7.7,2.5,16.4,"1990, 2018","1997",35
"147",253.21,292.15,"sntl_1060","Sharkstooth",1060,"Colorado","SNOTEL","Montezuma",10720,37.50357,-108.11373,140300020206,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.8,55,55,59,64,100,38,41,-4.3,19,14,4,"",14.3,14.1,13.13,12.1,4.4,24.2,"2018","2017",17
"148",269.9,283.48,"sntl_762","Slumgullion",762,"Colorado","SNOTEL","Hinsdale",11560,37.9908,-107.20327,140200020502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.6,93,92,93,92,100,56,57,-0.7,35,27,14,"",9.2,9.3,9.23,9.3,3.5,15.1,"1981","1997",41
"149",297.94,287.05,"sntl_773","South Colony",773,"Colorado","SNOTEL","Custer",10800,37.96811,-105.53787,110200011206,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",14.4,117,113,124,119,100,72,69,2.25,83,6,25,"",12.3,12.8,11.59,12.15,3.4,24.2,"2018","2008",30
"150",259.44,288.64,"sntl_780","Spud Mountain",780,"Colorado","SNOTEL","San Juan",10660,37.69866,-107.77715,140801040202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.8,77,79,79,79,100,53,54,-3.7,29,25,11,"",18,17.5,17.49,17.5,3.7,32.5,"1990","2005",35
"151",296.63,237.31,"sntl_793","Stillwater Creek",793,"Colorado","SNOTEL","Grand",8720,40.22543,-105.91977,140100010306,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.9,48,50,48,50,100,33,37,-2.95,3,35,2,"2nd Lowest",6,5.8,6.1,5.85,2.6,10.8,"1987","1997",36
"152",261.29,293.77,"sntl_797","Stump Lakes",797,"Colorado","SNOTEL","San Juan",11200,37.47621,-107.63295,140801040702,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,81,79,84,79,100,50,54,-2.6,35,23,13,"",12.3,12.6,11.95,12.6,3.3,25.8,"2002","2005",35
"153",291.55,247.93,"sntl_802","Summit Ranch",802,"Colorado","SNOTEL","Summit",9400,39.71796,-106.15802,140100020502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6,79,85,79,82,100,48,50,-1.3,26,30,11,"",7.6,7.1,7.6,7.3,4.3,12.4,"2013","1984",40
"154",285.01,229.19,"sntl_825","Tower",825,"Colorado","SNOTEL","Routt",10500,40.53743,-106.6768,140500010407,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",21.9,71,70,73,71,100,43,42,-9.15,12,37,6,"",30.8,31.1,30.13,31.05,12.9,47.2,"1981","1997",42
"155",301.79,300.94,"sntl_829","Trinchera",829,"Colorado","SNOTEL","Costilla",10860,37.35328,-105.23233,130100020601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,131,135,128,130,100,81,80,2.05,77,8,24,"",6.8,6.6,6.93,6.85,2.2,11.5,"1990","2008",32
"156",301.83,242.08,"sntl_838","University Camp",838,"Colorado","SNOTEL","Boulder",10300,40.03279,-105.57615,101900050401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.4,73,76,71,74,100,36,37,-2.65,17,35,8,"",10.2,9.7,10.48,10.05,3,22.2,"1981","1996",42
"157",268.25,289.2,"sntl_839","Upper Rio Grande",839,"Colorado","SNOTEL","Hinsdale",9400,37.72194,-107.26015,130100010106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,102,98,102,100,100,69,74,0,53,17,18,"",4.8,5,4.81,4.9,0.1,9.3,"2000","2008",35
"158",274.84,295.17,"sntl_840","Upper San Juan",840,"Colorado","SNOTEL","Mineral",10200,37.48576,-106.83535,140801010203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.1,90,90,90,93,99,57,58,-1.4,40,26,17,"",21.2,21.2,21.21,20.5,5.7,42.5,"2000","1979",43
"159",280.09,262.67,"sntl_1141","Upper Taylor",1141,"Colorado","SNOTEL","Gunnison",10640,38.99007,-106.74502,140200010101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,NA,NA,90,101,100,57,65,0.05,55,6,7,"",NA,NA,9.89,8.85,4.9,20.3,"2013","2017",12
"160",299.96,295.01,"sntl_1005","Ute Creek",1005,"Colorado","SNOTEL","Costilla",10650,37.61497,-105.37327,130100020604,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.5,94,103,110,117,98,72,76,1.4,65,8,14,"",10.1,9.2,8.64,8.1,1.4,18.3,"2018","2008",21
"161",287.65,249.73,"sntl_842","Vail Mountain",842,"Colorado","SNOTEL","Eagle",10300,39.61676,-106.38006,140100030102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.4,78,90,79,87,100,43,48,-1.5,26,32,12,"",13.4,11.5,13.21,11.9,6.9,23.5,"2013","1997",43
"162",263.45,293.84,"sntl_843","Vallecito",843,"Colorado","SNOTEL","La Plata",10880,37.4851,-107.5068,140801011105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.7,82,85,85,91,100,54,66,-1,41,21,13,"",11.8,11.4,11.39,10.7,2,23.7,"1990","2005",35
"163",266.9,285.51,"sntl_1188","Wager Gulch",1188,"Colorado","SNOTEL","Hinsdale",11100,37.88248,-107.3643,140200020602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.8,NA,NA,104,93,100,68,65,-0.55,33,7,4,"",NA,NA,6.54,7.35,3.1,8.6,"2018","2017",10
"164",266.68,293.46,"sntl_1160","Weminuche Creek",1160,"Colorado","SNOTEL","Archuleta",10740,37.51976,-107.32152,140801020203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12,NA,NA,100,99,100,69,73,-0.1,40,7,5,"",NA,NA,12.03,12.1,3,17.9,"2018","2017",11
"165",303.37,304.15,"sntl_857","Whiskey Ck",857,"Colorado","SNOTEL","Las Animas",10220,37.21411,-105.12245,110200100102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,103,106,103,103,100,61,63,0.2,57,18,23,"",6.9,6.7,6.93,6.9,1,12.6,"1981","2017",41
"166",282.41,218.66,"sntl_859","Whiskey Park",859,"Wyoming","SNOTEL","Carbon",8950,41.00289,-106.90848,140500030102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.3,99,102,98,103,100,60,60,0.6,56,16,20,"",18.5,17.9,18.75,17.7,11,31.3,"1992","1997",35
"167",301.77,238.38,"sntl_1042","Wild Basin",1042,"Colorado","SNOTEL","Boulder",9560,40.20105,-105.60248,101900050202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.1,NA,NA,76,79,100,42,44,-2.15,13,14,3,"",NA,NA,10.71,10.25,6.6,18.4,"2013","2017",16
"168",294.06,234.37,"sntl_869","Willow Creek Pass",869,"Colorado","SNOTEL","Grand",9540,40.34703,-106.09433,140100010102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.2,87,88,83,83,100,45,45,-1.5,26,32,12,"",8.3,8.2,8.65,8.7,3.8,15.2,"1981","1997",43
